text,label
THIS IS THAT GAME THAT CAN BE MY FAVOURITE OR THE MOST MAJESTIC ðŸ¤©ðŸ˜ŠCOZ I AM PLAYING IT FROM MY CHILDHOOD â¤,Safe
I. Like this game from childhood This is best runner game,Safe
This game is very intersting. ðŸ’“This is my 1st childhood game I love this game ðŸ’–âœ¨,Safe
"Tbh I started playing this game when I was 7 years old, however it is still good now and itâ€™s just so satisfying when you get some coins because of the sounds and this game is really good for kids especially 7+ but my problem is when iâ€™m playing I was starting to get lag then will return back but didnâ€™t save my progress. Also you can play this game offline but you cannot watch an ad if you lose and you don't wanna spend keys, but I still rated it 5 stars!",Safe
It's a nice game and you can buy kids if you need and characters and that's why I think the game is so I didn't mean to say but why why put buy in the other word after that I was trying to say fun for pharmacy but the game is completely so good and I love the game if I need to do something I can just pause the game never ending and and the owner of the game I would like to meet up cuz this game is so crazy and nice I love the game so I live I live I left at 5:00 store review love you and I love,Safe
I love this game since I was a child I like the graphics and the game but I hate that it's sais there's a free bommbox even though bits fake I have the events characters and it's coooolðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž,Safe
I can see why other kids my age used to play this constantly,Safe
It is the best game I ever played since childhood every time when I feel nostalgic. I like the event mostt and I will suggest that you should download it. A lots of love from me to subway surfers,Safe
I really love this game it is like one of the best running he I have ever played and it keeps children busy. But if only we have access to buy everything.,Safe
This is do nat for children's,Safe
This game is the best game ever it's so fun to play for my kids jada she loves it so much and she loves this game Is a 10,Safe
This game is so good I play when I child anyway I have a news to a game subway surfers city and I thing I dowlode it but he is not available in my Huawei media mad so I play it so please available in all devices and Haa this game I so good to timepassðŸ˜‰,Safe
I love it was just a good thing for the kids,Safe
This game is my childhood favourite and it is also a very good game,Safe
This is my favorite game and I've been playing it from my childhood,Safe
It is my favorite game when I play I get nostalgia and I play this game in my childhood till now,Safe
Fun and reminds me of my childhood can't explain just play it,Safe
This game is super i love this game so much because one child is colouring on the train and one police is coming and he want to catch and the child is runing and runing,Safe
This game make my childhood.Greatest game ever.,Safe
"Most ameging game, maind sharp no tension game all wold lonch game India largar number child and man time spand gamerðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ˜‰ðŸ« ",Safe
This is my childhood,Safe
This game is a childhood classic and it's still the best,Safe
Childhood game. No words. Amazing.,Safe
My child good game best,Safe
Exceptional game modifications highly recommend for kids to be patronize by,Safe
Great game for kids it is a very good game for kids I love it 11 very much it's 5 out of 5,Safe
It was my childhood and I love this game you can play this game for hours ðŸ’ª ðŸ’ª,Safe
It's a fun childhood game,Safe
Good for kids,Safe
It's very fantastic game i play it from child,Safe
This game is my childhood emotion .ðŸ˜Œ,Safe
Absolutly amazing Game.....always remember my childhood days.... ðŸ˜ðŸ¤©,Safe
Probably the best childhood game,Safe
Childhood memories came back after playing the subway surfers 10 year ago i start playing this game and same vibe came through...,Safe
Favourite game since childhood,Safe
It's a good game for kids and teenagers it's just a good game in general But some skins should cost less coins,Safe
BERY INTERESTING GAME AND CHILDHOOD SIGN ðŸ›‘,Safe
This game reminds me of my childhood,Safe
Very interesting and this is for playing my child 21 and enjoy ðŸ˜ŠðŸ˜ðŸ•º,Safe
Very fun and good for kids and adults,Safe
I love this game is a real childhood memory,Safe
Playing this game since my childhood I really enjoy this game,Safe
I know this game is very childish but i like it very much ðŸ˜ðŸ˜,Safe
It is a best game for children and also for adults,Safe
This game is really very goodðŸ‘. I want to give it a 5 star full ratingâ­â­â­â­â­. I have been playing this game since childhoodðŸ‘¶. This game is very interestingðŸ¤©. But I still remember its old version and the music of the old versionðŸ¥º. Please bring an event that refreshes old memories.â¤ï¸,Safe
Bro thanks for building my childhood W game ðŸ‘,Safe
It's I'm child Hood game ðŸŽ® I have play This since I was four I am now 14 still playing this game that should tell you something,Safe
I play it in my childhood,Safe
Its my childhood gameâ¤ï¸,Safe
2 words Child Hood,Safe
Best game to children,Safe
Love this game!!! I've been playing this since my childhood,Safe
The mission are kids type...and it is very easier not that much hard not it's about low speed and all,not-safe
Good for kids ðŸ‘,Safe
As it is my childhood game I could never forget about it it's still nostalgic so I will definitely give it a 5 stars,Safe
"This is my childhood sensation, and the graphic and the sounds are perfect and the background music is like music to ears, overall it's a great game.",Safe
So nice for children,Safe
"Subway surfers is a very good game for kids. My kids play it all the time, it is also very good because it is a non internet game so if the area you are in does not have wifi you can just play it. It is also very useful for long plane or car rides. BUT the only thing that is bad that i can say about the game is that it can get quite addictive and it is not good for your child's brain and mental wellbeing. Everything thing is great but my daughters asks if you can make a new version of Tricky.Thx",Safe
I love this game my fav game from childhood,Safe
Super game for kids,Safe
the best and my childhood game,Safe
My favourite game .. ever Childhood fever of this game just love it ðŸ˜,Safe
It's nostalgia of my childhood,Safe
Kids game my favourite game is id VIP and play,Safe
"I LOVE THIS GAME! But I want some more outfits for tagbot only 3? Come on now, he more than just 3. And I hope we can unlock his outfits by coins and not keys. But, I love this game. Thank you, childhood game!!!",Safe
reminding me of childhood,Safe
One of the kids favorite game,Safe
